ExCluster_ID	GeneID	Coordinate	Species	Membership_score
GF_003115.002	AT5G64440	chr5:25768207-25768278:+	araTha10	0.330
GF_003115.002	ENSG00000117480	chr1:46408459-46408531:+	hg38	0.330
GF_003116.001	ENSG00000140553	chr15:90946614-90946914:+	hg38	0.250
GF_003116.001	ENSG00000141161	chr17:35168061-35168361:+	hg38	0.250
GF_003116.001	WBGene00006781	chrIII:496271-496568:+	ce11	0.330
GF_003117.001	ENSG00000130348	chr6:106629682-106629705:+	hg38	0.750
GF_003117.001	FBgn0260779	chr3R:19028719-19028751:-	dm6	0.750
GF_003117.002	FBgn0260779	chr3R:19026205-19027204:-	dm6	0.250
GF_003117.002	WBGene00021508	chrIV:1743947-1744399:-	ce11	0.250
GF_003117.003	ENSG00000130348	chr6:106662980-106663185:+	hg38	0.250
GF_003117.003	WBGene00021508	chrIV:1741099-1741432:-	ce11	0.250
GF_003117.004	ENSG00000130348	chr6:106655615-106655732:+	hg38	0.250
GF_003117.004	WBGene00021508	chrIV:1741480-1741568:-	ce11	0.250
GF_003118.001	AT2G37060	chr2:15577222-15577296:+	araTha10	0.250
GF_003118.001	AT2G38880	chr2:16240139-16240219:+	araTha10	0.250
GF_003118.001	FBgn0032816	chr2L:19736634-19736720:+	dm6	0.330
GF_003119.001	AT1G09100	chr1:2937354-2937441:-	araTha10	0.500
GF_003119.001	AT3G05530	chr3:1605288-1605375:+	araTha10	0.500
GF_003119.001	ENSG00000165916	chr11:47420631-47420727:-	hg38	0.750
GF_003119.002	AT1G09100	chr1:2937153-2937272:-	araTha10	0.120
GF_003119.002	AT3G05530	chr3:1605470-1605589:+	araTha10	0.120
GF_003119.002	ENSG00000165916	chr11:47420339-47420409:-	hg38	0.300
GF_003119.002	WBGene00004505	chrI:5742299-5742444:-	ce11	0.100
GF_003119.003	AT1G09100	chr1:2938334-2938441:-	araTha10	0.170
GF_003119.003	AT3G05530	chr3:1604228-1604335:+	araTha10	0.170
GF_003119.003	ENSG00000165916	chr11:47424607-47424711:-	hg38	0.250
GF_003119.004	AT1G09100	chr1:2938681-2938797:-	araTha10	0.170
GF_003119.004	AT3G05530	chr3:1604010-1604126:+	araTha10	0.170
GF_003119.004	ENSG00000165916	chr11:47425121-47425246:-	hg38	0.250
GF_003119.005	FBgn0028684	chr3R:23753766-23754418:+	dm6	0.170
GF_003119.005	WBGene00004505	chrI:5742509-5742801:-	ce11	0.170
GF_003119.006	FBgn0028684	chr3R:23753288-23753708:+	dm6	0.170
GF_003119.006	WBGene00004505	chrI:5742894-5743554:-	ce11	0.170
GF_003120.001	AT1G09170	chr1:2960821-2961069:-	araTha10	0.110
GF_003120.001	AT2G47500	chr2:19494104-19494334:+	araTha10	0.110
GF_003120.001	AT3G44730	chr3:16289009-16289262:+	araTha10	0.050
GF_003120.001	AT5G27000	chr5:9498882-9499106:+	araTha10	0.050
GF_003120.001	ENSG00000064666	chr19:1036130-1036246:+	hg38	0.040
GF_003120.001	ENSG00000130176	chr19:11549592-11549792:+	hg38	0.090
GF_003120.001	WBGene00000778	chrII:338907-339140:+	ce11	0.120
GF_003120.002	AT5G27550	chr5:9731314-9731323:-	araTha10	0.070
GF_003120.002	WBGene00002227	chrII:11467581-11467605:-	ce11	0.070
GF_003120.003	AT1G72250	chr1:27196953-27197078:+	araTha10	0.050
GF_003120.003	ENSG00000064666	chr19:1026662-1026724:+	hg38	0.060
GF_003120.003	ENSG00000117519	chr1:94926838-94926894:-	hg38	0.060
GF_003120.003	ENSG00000130176	chr19:11538928-11538990:+	hg38	0.120
GF_003120.003	WBGene00000778	chrII:337801-337851:+	ce11	0.140
GF_003120.004	AT5G27000	chr5:9502245-9502471:+	araTha10	0.040
GF_003120.004	ENSG00000064666	chr19:1032559-1032695:+	hg38	0.100
GF_003120.004	ENSG00000064666	chr19:1037625-1037733:+	hg38	0.100
GF_003120.004	ENSG00000117519	chr1:94898052-94898083:-	hg38	0.050
GF_003120.004	WBGene00000778	chrII:338191-338295:+	ce11	0.050
GF_003120.004	WBGene00019361	chrI:3423880-3424005:+	ce11	0.140
GF_003120.004	WBGene00020808	chrV:6765989-6766051:-	ce11	0.100
GF_003120.005	ENSG00000064666	chr19:1036416-1036677:+	hg38	0.070
GF_003120.005	WBGene00020808	chrV:6766104-6766455:-	ce11	0.070
GF_003120.006	ENSG00000237649	chr6:33409478-33409498:+	hg38	0.070
GF_003120.006	ENSG00000237649	chr6:33409646-33409687:+	hg38	0.200
GF_003120.006	WBGene00002227	chrII:11465999-11466049:-	ce11	0.240
GF_003121.001	ENSG00000140859	chr16:57762140-57762270:-	hg38	0.750
GF_003121.001	ENSG00000167702	chr8:144472138-144472259:+	hg38	0.750
GF_003121.001	WBGene00002216	chrII:7844369-7844499:+	ce11	1.000
GF_003121.002	ENSG00000140859	chr16:57761413-57761536:-	hg38	0.250
GF_003121.002	ENSG00000167702	chr8:144472361-144472484:+	hg38	0.250
GF_003121.002	WBGene00002216	chrII:7844547-7844688:+	ce11	0.330
GF_003121.003	ENSG00000140859	chr16:57761042-57761171:-	hg38	0.250
GF_003121.003	ENSG00000167702	chr8:144472577-144472706:+	hg38	0.250
GF_003121.003	WBGene00002216	chrII:7844732-7844834:+	ce11	0.330
GF_003122.001	AT1G09230	chr1:2981541-2981622:-	araTha10	0.330
GF_003122.001	ENSG00000185946	chr1:103535364-103535441:+	hg38	0.330
GF_003123.001	ENSG00000262664	chr17:2042048-2042231:+	hg38	0.330
GF_003123.001	WBGene00007730	chrIV:12443878-12444034:-	ce11	0.330
GF_003126.001	ENSG00000005059	chr4:109659011-109659086:+	hg38	0.600
GF_003126.001	FBgn0042185	chr3L:6562322-6562418:+	dm6	0.600
GF_003126.002	ENSG00000156026	chr10:72871377-72871580:+	hg38	0.200
GF_003126.002	FBgn0042185	chr3L:6591214-6591417:+	dm6	0.200
GF_003126.003	ENSG00000005059	chr4:109560338-109560436:+	hg38	0.200
GF_003126.003	FBgn0042185	chr3L:6551833-6551949:+	dm6	0.200
GF_003126.004	FBgn0042185	chr3L:6591479-6591718:+	dm6	0.600
GF_003126.004	WBGene00019296	chrIV:5937673-5937873:-	ce11	0.600
GF_003127.001	AT1G60220	chr1:22211809-22211907:+	araTha10	0.330
GF_003127.001	WBGene00006739	chrII:8132887-8133051:+	ce11	0.330
GF_003128.001	AT1G09760	chr1:3161522-3161603:-	araTha10	1.000
GF_003128.001	ENSG00000131876	chr15:101295097-101295178:-	hg38	1.000
GF_003129.001	ENSG00000096401	chr6:44387824-44387868:+	hg38	1.000
GF_003129.001	FBgn0265574	chr3L:361084-361128:-	dm6	1.000
GF_003129.001	WBGene00008386	chrI:8491306-8491350:+	ce11	1.000
GF_003129.002	ENSG00000096401	chr6:44392667-44392828:+	hg38	0.250
GF_003129.002	FBgn0265574	chr3L:360749-361014:-	dm6	0.250
GF_003130.001	ENSG00000169972	chr1:1308644-1308720:+	hg38	0.250
GF_003130.001	FBgn0083976	chr3L:184318-184364:-	dm6	0.250
GF_003130.002	AT1G09800	chr1:3177124-3177218:-	araTha10	0.250
GF_003130.002	ENSG00000169972	chr1:1310909-1311069:+	hg38	0.250
GF_003131.001	AT3G13060	chr3:4181097-4181134:+	araTha10	0.100
GF_003131.001	AT3G13460	chr3:4388193-4388220:-	araTha10	0.100
GF_003131.001	AT5G61020	chr5:24559765-24559780:-	araTha10	0.300
GF_003131.001	FBgn0039261	chr3R:25038846-25038863:-	dm6	0.360
GF_003131.002	AT1G27960	chr1:9745263-9745309:-	araTha10	0.100
GF_003131.002	ENSG00000149658	chr20:63215866-63215892:-	hg38	0.100
GF_003131.003	AT1G09810	chr1:3183129-3183190:-	araTha10	0.100
GF_003131.003	ENSG00000185728	chr8:63168878-63168901:+	hg38	0.100
GF_003131.004	AT1G55500	chr1:20719747-20719774:+	araTha10	0.080
GF_003131.004	ENSG00000149658	chr20:63215577-63215601:-	hg38	0.080
GF_003131.004	FBgn0039261	chr3R:25038653-25038674:-	dm6	0.170
GF_003132.001	AT1G09980	chr1:3260509-3260594:-	araTha10	0.500
GF_003132.001	AT1G58350	chr1:21666488-21666573:-	araTha10	0.500
GF_003132.001	ENSG00000082269	chr6:70452492-70452565:+	hg38	0.500
GF_003132.001	ENSG00000147724	chr8:138310841-138310920:-	hg38	0.500
GF_003132.002	AT1G09980	chr1:3260694-3260866:-	araTha10	0.700
GF_003132.002	AT1G58350	chr1:21666655-21666827:-	araTha10	0.700
GF_003132.002	ENSG00000082269	chr6:70428343-70428419:+	hg38	0.700
GF_003132.002	ENSG00000147724	chr8:138367907-138367983:-	hg38	0.900
GF_003132.002	FBgn0052333	chr3L:1283736-1283812:+	dm6	0.500
GF_003132.003	AT1G09980	chr1:3260178-3260332:-	araTha10	0.250
GF_003132.003	ENSG00000082269	chr6:70474577-70474641:+	hg38	0.170
GF_003132.003	ENSG00000147724	chr8:138265703-138265842:-	hg38	0.170
GF_003132.004	AT1G58350	chr1:21665672-21665726:-	araTha10	0.170
GF_003132.004	ENSG00000147724	chr8:138367359-138367410:-	hg38	0.170
GF_003135.001	ENSG00000107937	chr10:988480-988527:+	hg38	1.000
GF_003135.001	FBgn0028473	chr2R:9398584-9398631:-	dm6	1.000
GF_003135.001	WBGene00020297	chrIV:394055-394105:+	ce11	1.000
GF_003136.001	AT1G10490	chr1:3453589-3453693:+	araTha10	0.380
GF_003136.001	AT3G57940	chr3:21449560-21449664:+	araTha10	0.500
GF_003136.001	ENSG00000135372	chr11:34108226-34108333:+	hg38	0.600
GF_003136.001	FBgn0027330	chrX:8719963-8720165:-	dm6	0.100
GF_003136.002	AT1G10490	chr1:3453782-3453873:+	araTha10	0.500
GF_003136.002	AT3G57940	chr3:21449756-21449847:+	araTha10	0.500
GF_003136.002	ENSG00000135372	chr11:34108742-34108833:+	hg38	0.750
GF_003136.003	AT1G10490	chr1:3454113-3454284:+	araTha10	0.380
GF_003136.003	AT3G57940	chr3:21450039-21450210:+	araTha10	0.380
GF_003136.003	ENSG00000135372	chr11:34112052-34112223:+	hg38	0.700
GF_003136.003	WBGene00018866	chrI:5353399-5353767:-	ce11	0.100
GF_003136.004	AT1G10490	chr1:3454366-3454488:+	araTha10	0.500
GF_003136.004	AT3G57940	chr3:21450308-21450430:+	araTha10	0.500
GF_003136.004	ENSG00000135372	chr11:34113716-34113838:+	hg38	0.750
GF_003136.005	AT1G10490	chr1:3454568-3454741:+	araTha10	0.170
GF_003136.005	AT3G57940	chr3:21450518-21450691:+	araTha10	0.170
GF_003136.005	ENSG00000135372	chr11:34118180-34118294:+	hg38	0.250
GF_003136.006	AT1G10490	chr1:3454854-3454964:+	araTha10	0.500
GF_003136.006	AT3G57940	chr3:21450775-21450885:+	araTha10	0.500
GF_003136.006	ENSG00000135372	chr11:34118396-34118503:+	hg38	0.750
GF_003136.007	AT1G10490	chr1:3455044-3455177:+	araTha10	0.500
GF_003136.007	AT3G57940	chr3:21450979-21451112:+	araTha10	0.500
GF_003136.007	ENSG00000135372	chr11:34122459-34122592:+	hg38	0.750
GF_003136.008	AT1G10490	chr1:3455263-3455356:+	araTha10	0.500
GF_003136.008	AT3G57940	chr3:21451216-21451309:+	araTha10	0.500
GF_003136.008	ENSG00000135372	chr11:34123762-34123855:+	hg38	0.750
GF_003136.009	AT1G10490	chr1:3455555-3455653:+	araTha10	0.500
GF_003136.009	AT3G57940	chr3:21451520-21451618:+	araTha10	0.500
GF_003136.009	ENSG00000135372	chr11:34124302-34124400:+	hg38	0.750
GF_003136.010	AT1G10490	chr1:3455738-3455874:+	araTha10	0.500
GF_003136.010	AT3G57940	chr3:21451710-21451846:+	araTha10	0.500
GF_003136.010	ENSG00000135372	chr11:34127463-34127599:+	hg38	0.750
GF_003136.011	AT1G10490	chr1:3455997-3456094:+	araTha10	0.500
GF_003136.011	AT3G57940	chr3:21451959-21452050:+	araTha10	0.500
GF_003136.011	ENSG00000135372	chr11:34130813-34130937:+	hg38	0.750
GF_003136.012	AT1G10490	chr1:3456583-3456706:+	araTha10	0.500
GF_003136.012	AT3G57940	chr3:21452387-21452510:+	araTha10	0.500
GF_003136.012	ENSG00000135372	chr11:34131381-34131531:+	hg38	0.750
GF_003136.013	AT1G10490	chr1:3457424-3457600:+	araTha10	0.170
GF_003136.013	AT3G57940	chr3:21453203-21453379:+	araTha10	0.170
GF_003136.013	ENSG00000135372	chr11:34134319-34134420:+	hg38	0.250
GF_003136.014	AT1G10490	chr1:3458233-3458347:+	araTha10	0.170
GF_003136.014	AT3G57940	chr3:21454140-21454248:+	araTha10	0.170
GF_003136.014	ENSG00000135372	chr11:34139191-34139287:+	hg38	0.250
GF_003136.015	ENSG00000135372	chr11:34146084-34146189:+	hg38	0.380
GF_003136.015	FBgn0027330	chrX:8716823-8716946:-	dm6	0.500
GF_003136.015	WBGene00018866	chrI:5349784-5349874:-	ce11	0.120
GF_003137.001	ENSG00000089057	chr20:4856975-4857204:-	hg38	0.330
GF_003137.001	ENSG00000170482	chr5:139372009-139372253:-	hg38	0.500
GF_003137.001	WBGene00008252	chrV:10164264-10164454:-	ce11	0.500
GF_003137.001	WBGene00021994	chrIV:5210958-5211190:-	ce11	0.330
GF_003137.002	ENSG00000089057	chr20:4873936-4874092:-	hg38	0.300
GF_003137.002	ENSG00000170482	chr5:139379678-139379834:-	hg38	0.300
GF_003137.002	WBGene00021994	chrIV:5212457-5212604:-	ce11	0.500
GF_003137.003	ENSG00000089057	chr20:4874576-4874696:-	hg38	0.640
GF_003137.003	ENSG00000170482	chr5:139379956-139380076:-	hg38	0.640
GF_003137.003	WBGene00011596	chrIV:10543251-10543374:-	ce11	0.500
GF_003137.003	WBGene00020004	chrIV:4773629-4773752:+	ce11	0.500
GF_003137.003	WBGene00021994	chrIV:5212976-5213099:-	ce11	0.500
GF_003137.004	ENSG00000089057	chr20:4883642-4883823:-	hg38	0.430
GF_003137.004	ENSG00000089057	chr20:4899555-4899647:-	hg38	0.210
GF_003137.004	ENSG00000170482	chr5:139380208-139380389:-	hg38	0.640
GF_003137.004	WBGene00011596	chrIV:10543742-10543920:-	ce11	0.290
GF_003137.004	WBGene00020004	chrIV:4773403-4773581:+	ce11	0.500
GF_003137.004	WBGene00021994	chrIV:5213152-5213330:-	ce11	0.500
GF_003137.005	ENSG00000170482	chr5:139381892-139382049:-	hg38	0.330
GF_003137.005	WBGene00020004	chrIV:4773021-4773092:+	ce11	0.100
GF_003137.005	WBGene00021994	chrIV:5214206-5214366:-	ce11	0.300
GF_003137.006	ENSG00000170482	chr5:139383218-139383253:-	hg38	0.100
GF_003137.006	FBgn0037807	chr3R:10311462-10311494:-	dm6	0.100
GF_003137.007	FBgn0037807	chr3R:10308569-10309117:-	dm6	0.170
GF_003137.007	WBGene00011593	chrIV:10532319-10532885:+	ce11	0.100
GF_003137.007	WBGene00011595	chrIV:10536739-10537314:-	ce11	0.100
GF_003137.008	ENSG00000089057	chr20:4884753-4884823:-	hg38	0.080
GF_003137.008	ENSG00000170482	chr5:139380798-139380886:-	hg38	0.170
GF_003137.008	WBGene00011596	chrIV:10543974-10544091:-	ce11	0.080
GF_003137.008	WBGene00021994	chrIV:5213947-5214076:-	ce11	0.170
GF_003137.009	ENSG00000089057	chr20:4902442-4902558:-	hg38	0.080
GF_003137.009	ENSG00000170482	chr5:139382492-139382605:-	hg38	0.170
GF_003137.009	WBGene00020004	chrIV:4772119-4772202:+	ce11	0.170
GF_003137.009	WBGene00021994	chrIV:5215112-5215183:-	ce11	0.080
GF_003137.010	ENSG00000089057	chr20:4885821-4885909:-	hg38	0.100
GF_003137.010	ENSG00000170482	chr5:139380553-139380632:-	hg38	0.100
GF_003137.010	WBGene00020004	chrIV:4773138-4773255:+	ce11	0.170
GF_003138.001	FBgn0038927	chr3R:22033364-22034081:-	dm6	1.000
GF_003138.001	WBGene00018625	chrI:10936840-10937527:+	ce11	0.750
GF_003138.001	WBGene00021877	chrIV:2782266-2782824:-	ce11	0.750
GF_003138.002	FBgn0038927	chr3R:22032820-22033298:-	dm6	0.250
GF_003138.002	WBGene00021877	chrIV:2777263-2777525:-	ce11	0.250
GF_003141.001	ENSG00000102858	chr16:4624961-4625048:+	hg38	0.750
GF_003141.001	ENSG00000141576	chr17:76240153-76240240:-	hg38	0.750
GF_003141.001	WBGene00007529	chrX:14311564-14311669:-	ce11	1.000
GF_003141.002	ENSG00000102858	chr16:4650365-4650483:+	hg38	0.250
GF_003141.002	ENSG00000141576	chr17:76212355-76212482:-	hg38	0.250
GF_003141.002	WBGene00007529	chrX:14311186-14311304:-	ce11	0.330
GF_003141.003	ENSG00000102858	chr16:4657246-4657363:+	hg38	0.250
GF_003141.003	ENSG00000141576	chr17:76167009-76167126:-	hg38	0.250
GF_003141.003	WBGene00007529	chrX:14310643-14310757:-	ce11	0.330
GF_003141.004	ENSG00000102858	chr16:4668265-4668312:+	hg38	0.250
GF_003141.004	WBGene00007529	chrX:14310335-14310418:-	ce11	0.250
GF_003142.001	AT1G10730	chr1:3567443-3567565:+	araTha10	0.640
GF_003142.001	AT1G60780	chr1:22369469-22369591:-	araTha10	0.640
GF_003142.001	ENSG00000072958	chr19:16233493-16233618:+	hg38	0.640
GF_003142.001	ENSG00000129354	chr19:10574904-10575029:-	hg38	0.640
GF_003142.001	WBGene00006829	chrI:12512239-12512316:+	ce11	0.310
GF_003142.002	AT1G10730	chr1:3567681-3567776:+	araTha10	0.730
GF_003142.002	AT1G60780	chr1:22369292-22369387:-	araTha10	0.730
GF_003142.002	ENSG00000072958	chr19:16234199-16234274:+	hg38	0.310
GF_003142.002	ENSG00000072958	chr19:16235147-16235230:+	hg38	0.310
GF_003142.002	ENSG00000129354	chr19:10574385-10574492:-	hg38	0.920
GF_003142.002	WBGene00000150	chrI:5342484-5342579:-	ce11	0.730
GF_003142.002	WBGene00006829	chrI:12512803-12512898:+	ce11	0.730
GF_003142.003	ENSG00000072958	chr19:16198027-16198068:+	hg38	0.670
GF_003142.003	ENSG00000129354	chr19:10587190-10587231:-	hg38	0.670
GF_003142.003	WBGene00000150	chrI:5344663-5344704:-	ce11	0.670
GF_003142.003	WBGene00006829	chrI:12508555-12508596:+	ce11	0.670
GF_003142.004	ENSG00000072958	chr19:16203459-16203615:+	hg38	0.670
GF_003142.004	ENSG00000129354	chr19:10583914-10584034:-	hg38	0.220
GF_003142.004	WBGene00000150	chrI:5344167-5344323:-	ce11	0.440
GF_003142.004	WBGene00006829	chrI:12508651-12508807:+	ce11	0.440
GF_003142.005	AT1G10730	chr1:3565985-3566047:+	araTha10	0.090
GF_003142.005	AT1G60780	chr1:22371084-22371146:-	araTha10	0.090
GF_003142.005	ENSG00000072958	chr19:16208019-16208144:+	hg38	0.310
GF_003142.005	WBGene00000150	chrI:5343909-5344107:-	ce11	0.090
GF_003142.005	WBGene00006829	chrI:12509489-12509687:+	ce11	0.090
GF_003142.006	ENSG00000072958	chr19:16209030-16209177:+	hg38	0.670
GF_003142.006	ENSG00000129354	chr19:10581487-10581634:-	hg38	0.330
GF_003142.006	WBGene00000150	chrI:5343666-5343807:-	ce11	0.670
GF_003142.006	WBGene00006829	chrI:12510287-12510558:+	ce11	0.330
GF_003142.007	ENSG00000072958	chr19:16226421-16226547:+	hg38	0.430
GF_003142.007	ENSG00000129354	chr19:10581266-10581392:-	hg38	0.430
GF_003142.007	WBGene00000150	chrI:5343453-5343588:-	ce11	0.670
GF_003142.008	AT1G10730	chr1:3566837-3566933:+	araTha10	0.080
GF_003142.008	AT1G60780	chr1:22370130-22370226:-	araTha10	0.080
GF_003142.008	ENSG00000072958	chr19:16227605-16227690:+	hg38	0.230
GF_003142.008	ENSG00000129354	chr19:10579736-10579858:-	hg38	0.150
GF_003142.008	WBGene00000150	chrI:5343188-5343408:-	ce11	0.150
GF_003142.008	WBGene00006829	chrI:12510783-12510912:+	ce11	0.080
GF_003142.009	AT1G10730	chr1:3567028-3567125:+	araTha10	0.140
GF_003142.009	AT1G60780	chr1:22369947-22370044:-	araTha10	0.140
GF_003142.009	ENSG00000072958	chr19:16228137-16228208:+	hg38	0.220
GF_003142.010	AT1G10730	chr1:3567226-3567367:+	araTha10	0.110
GF_003142.010	AT1G60780	chr1:22369693-22369834:-	araTha10	0.110
GF_003142.010	ENSG00000129354	chr19:10577198-10577272:-	hg38	0.270
GF_003142.010	WBGene00000150	chrI:5342978-5343137:-	ce11	0.090
GF_003143.001	ENSG00000150867	chr10:22541804-22542047:-	hg38	0.200
GF_003143.001	ENSG00000166908	chr12:57600811-57600977:+	hg38	0.200
GF_003143.001	ENSG00000276293	chr17:38771014-38771272:-	hg38	0.200
GF_003143.001	FBgn0039924	chr4:1193708-1193859:-	dm6	0.330
GF_003143.002	ENSG00000150867	chr10:22609620-22609684:-	hg38	0.200
GF_003143.002	ENSG00000166908	chr12:57594025-57594122:+	hg38	0.600
GF_003143.002	ENSG00000276293	chr17:38786823-38786920:-	hg38	0.600
GF_003143.002	FBgn0039924	chr4:1196165-1196262:-	dm6	0.780
GF_003143.003	ENSG00000150867	chr10:22714183-22714326:-	hg38	0.600
GF_003143.003	ENSG00000166908	chr12:57591290-57591463:+	hg38	0.600
GF_003143.003	ENSG00000276293	chr17:38799266-38799424:-	hg38	0.600
GF_003143.003	FBgn0039924	chr4:1196320-1196457:-	dm6	1.000
GF_003143.004	ENSG00000276293	chr17:38780452-38780604:-	hg38	0.200
GF_003143.004	FBgn0039924	chr4:1195842-1196091:-	dm6	0.200
GF_003144.001	AT1G10950	chr1:3659322-3659411:+	araTha10	0.570
GF_003144.001	ENSG00000077147	chr10:96586734-96586835:-	hg38	0.860
GF_003144.001	FBgn0035622	chr3L:5603688-5603798:-	dm6	0.570
GF_003144.002	AT1G10950	chr1:3660325-3660517:+	araTha10	0.430
GF_003144.002	ENSG00000077147	chr10:96576634-96576799:-	hg38	0.570
GF_003144.002	WBGene00021506	chrIV:1746166-1746322:+	ce11	0.140
GF_003144.003	AT1G10950	chr1:3660622-3660726:+	araTha10	0.600
GF_003144.003	ENSG00000077147	chr10:96565304-96565426:-	hg38	0.600
GF_003144.004	AT1G10950	chr1:3661721-3661855:+	araTha10	0.600
GF_003144.004	ENSG00000077147	chr10:96552928-96553059:-	hg38	0.600
GF_003144.005	AT1G10950	chr1:3662005-3662171:+	araTha10	0.600
GF_003144.005	ENSG00000077147	chr10:96551245-96551411:-	hg38	0.600
GF_003144.006	AT1G10950	chr1:3663555-3663619:+	araTha10	0.200
GF_003144.006	ENSG00000077147	chr10:96522266-96522330:-	hg38	0.200
GF_003144.007	AT1G10950	chr1:3662284-3662378:+	araTha10	0.200
GF_003144.007	ENSG00000077147	chr10:96547895-96547989:-	hg38	0.200
GF_003144.008	FBgn0035622	chr3L:5601792-5601933:-	dm6	0.600
GF_003144.008	WBGene00021506	chrIV:1751173-1751314:+	ce11	0.600
GF_003144.009	AT1G10950	chr1:3662463-3662836:+	araTha10	0.140
GF_003144.009	FBgn0035622	chr3L:5601990-5602954:-	dm6	0.140
GF_003144.009	WBGene00021506	chrIV:1749824-1750489:+	ce11	0.290
GF_003145.001	ENSG00000103978	chr15:42226805-42226909:-	hg38	0.140
GF_003145.001	FBgn0031356	chr2L:1708061-1708214:-	dm6	0.140
GF_003145.002	ENSG00000103978	chr15:42272063-42272123:-	hg38	0.430
GF_003145.002	ENSG00000153214	chr2:112059977-112060037:+	hg38	0.430
GF_003145.002	FBgn0031356	chr2L:1710043-1710103:-	dm6	0.670
GF_003145.003	ENSG00000103978	chr15:42273255-42273398:-	hg38	0.430
GF_003145.003	ENSG00000153214	chr2:112055592-112055756:+	hg38	0.430
GF_003145.003	FBgn0031356	chr2L:1710208-1710315:-	dm6	0.670
GF_003145.004	ENSG00000153214	chr2:112064162-112064253:+	hg38	0.140
GF_003145.004	FBgn0031356	chr2L:1709878-1709963:-	dm6	0.140
GF_003145.005	ENSG00000153214	chr2:112066936-112067067:+	hg38	0.140
GF_003145.005	FBgn0031356	chr2L:1709617-1709811:-	dm6	0.140
GF_003145.006	AT1G61670	chr1:22772111-22772255:+	araTha10	0.140
GF_003145.006	AT2G01070	chr2:77475-77622:+	araTha10	0.140
GF_003145.006	ENSG00000153214	chr2:112098595-112098658:+	hg38	0.220
GF_003145.007	FBgn0031356	chr2L:1707775-1707998:-	dm6	0.140
GF_003145.007	WBGene00016867	chrX:4264157-4264273:+	ce11	0.140
GF_003147.001	ENSG00000101193	chr20:62941503-62941620:+	hg38	0.570
GF_003147.001	FBgn0030944	chrX:18650153-18650270:-	dm6	0.600
GF_003147.001	FBgn0034218	chr2R:17441515-17441617:+	dm6	0.200
GF_003147.002	ENSG00000101193	chr20:62944739-62944909:+	hg38	0.200
GF_003147.002	WBGene00018757	chrV:1469571-1469755:+	ce11	0.200
GF_003148.001	AT1G11160	chr1:3733406-3733430:+	araTha10	0.550
GF_003148.001	AT1G61210	chr1:22564785-22564809:+	araTha10	0.550
GF_003148.001	AT5G08390	chr5:2701448-2701475:+	araTha10	0.550
GF_003148.001	AT5G23430	chr5:7899835-7899862:-	araTha10	0.550
GF_003148.001	ENSG00000140854	chr16:57737016-57737067:+	hg38	0.070
GF_003148.001	ENSG00000140854	chr16:57737244-57737283:+	hg38	1.000
GF_003148.001	FBgn0040207	chrX:16275533-16275566:-	dm6	0.940
GF_003148.002	AT1G11160	chr1:3733797-3733927:+	araTha10	0.670
GF_003148.002	AT1G61210	chr1:22565102-22565232:+	araTha10	0.670
GF_003148.002	AT5G08390	chr5:2701751-2701881:+	araTha10	0.670
GF_003148.002	AT5G23430	chr5:7899396-7899526:-	araTha10	0.670
GF_003148.002	ENSG00000140854	chr16:57741687-57741817:+	hg38	1.000
GF_003148.002	FBgn0040207	chrX:16274564-16274691:-	dm6	1.000
GF_003148.003	AT1G11160	chr1:3734154-3734271:+	araTha10	0.430
GF_003148.003	AT1G61210	chr1:22565328-22565445:+	araTha10	0.430
GF_003148.003	AT5G08390	chr5:2702028-2702145:+	araTha10	0.430
GF_003148.003	AT5G23430	chr5:7899171-7899288:-	araTha10	0.430
GF_003148.003	ENSG00000140854	chr16:57744394-57744511:+	hg38	0.920
GF_003148.004	AT1G11160	chr1:3734427-3734653:+	araTha10	0.140
GF_003148.004	AT1G61210	chr1:22565653-22565879:+	araTha10	0.140
GF_003148.004	AT5G08390	chr5:2702261-2702487:+	araTha10	0.140
GF_003148.004	AT5G23430	chr5:7898852-7899078:-	araTha10	0.140
GF_003148.004	ENSG00000140854	chr16:57750827-57750927:+	hg38	0.310
GF_003148.005	AT1G11160	chr1:3738895-3739011:+	araTha10	0.110
GF_003148.005	AT1G61210	chr1:22571108-22571224:+	araTha10	0.330
GF_003148.005	AT5G08390	chr5:2706452-2706568:+	araTha10	0.330
GF_003148.005	AT5G23430	chr5:7894399-7894515:-	araTha10	0.330
GF_003148.005	ENSG00000140854	chr16:57756356-57756472:+	hg38	0.730
GF_003148.005	FBgn0040207	chrX:16267484-16267715:-	dm6	0.070
GF_003148.006	AT1G11160	chr1:3734739-3734841:+	araTha10	0.140
GF_003148.006	AT1G61210	chr1:22565975-22566077:+	araTha10	0.140
GF_003148.006	AT5G08390	chr5:2702933-2703035:+	araTha10	0.140
GF_003148.006	AT5G23430	chr5:7898211-7898313:-	araTha10	0.140
GF_003148.006	ENSG00000140854	chr16:57751940-57752036:+	hg38	0.310
GF_003148.007	ENSG00000140854	chr16:57752778-57752928:+	hg38	0.140
GF_003148.007	FBgn0040207	chrX:16269979-16270114:-	dm6	0.140
GF_003148.008	ENSG00000140854	chr16:57755992-57756066:+	hg38	0.430
GF_003148.008	FBgn0040207	chrX:16267775-16267849:-	dm6	0.430
GF_003148.009	AT1G11160	chr1:3739102-3739170:+	araTha10	0.140
